politybelligerent,modernctrylocation,newid,distance,conflict,conflictname,city,province,parliamentoflocation,cstart,cend,cduration,major,navalbattle,battletype,sideabelligerent1,sideabelligerent2,sideabelligerent3,sideabelligerent4,sidebbelligerent1,sidebbelligerent2,sidebbelligerent3,sidebbelligerent4,Belligerent.Allies,polityvictor,battledraw,victorname,belligerentvictor,parlpresence,resources,notes,ac
France,italy,1033,1030,1,mantua,mantova,lombardia,,1796,1797,2,1,0,siege,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1034,1031,1,lonato,lonato del garda,lombardia,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1035,1032,1,castiglione,castiglione delle stiviere,lombardia,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1036,1033,1,calliano,calliano,trentino alto adige,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,Austria,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1037,1034,1,cembra,cembra,trentino alto adige,,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1038,1035,1,borghetto,valeggio sul mincio,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1039,1036,1,bassano,bassano del grappa,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1040,1037,1,caldiero,caldiero,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,Austria,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1041,1038,1,arcola,arcole,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,switzerland,1042,1039,1,roveredo,roveredo,switzerland,switzerland,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,germany,1022,1019,1,malsch,malsch,baden,,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,germany,1023,1020,1,neresheim,neresheim,baden,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",became part of Wurttemberg in 1810,
Austria,germany,1024,1021,1,biberach,biberach,baden,hre,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",imperial free city,
Austria,germany,1025,1022,1,amberg,amberg,bavaria,bavaria,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,germany,1026,1023,1,wurzburg,würzburg,bavaria,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",bishopric of wurzburg,
Austria,germany,1027,1024,1,wetzlar,wetzlar,hesse,,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",free imperial city,
Austria,germany,1028,1025,1,uckerath,bonn,north rhine-westphalia,france,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",from 1794 to 1815 belonging to France,
Austria,italy,1029,1026,1,montenotte,cairo montenotte,liguria,,1796,1796,1,1,0,battle,France,,,,Austria,Piedmont,,,1,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1030,1027,1,dego,dego,liguria,,1796,1796,1,1,0,battle,France,,,,Austria,Piedmont,,,1,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1031,1028,1,milan,milan,lombardia,,1796,1796,1,0,0,siege,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1032,1029,1,bridge of lodi,lodi,lombardia,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1033,1030,1,mantua,mantova,lombardia,,1796,1797,2,1,0,siege,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1034,1031,1,lonato,lonato del garda,lombardia,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1035,1032,1,castiglione,castiglione delle stiviere,lombardia,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1036,1033,1,calliano,calliano,trentino alto adige,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1037,1034,1,cembra,cembra,trentino alto adige,,1796,1796,1,0,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1038,1035,1,borghetto,valeggio sul mincio,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1039,1036,1,bassano,bassano del grappa,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1040,1037,1,caldiero,caldiero,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1041,1038,1,arcola,arcole,veneto,,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 107, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,switzerland,1042,1039,1,roveredo,roveredo,switzerland,switzerland,1796,1796,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Piedmont,italy,1029,1026,1,montenotte,cairo montenotte,liguria,,1796,1796,1,1,0,battle,France,,,,Austria,Piedmont,,,1,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Piedmont,italy,1030,1027,1,dego,dego,liguria,,1796,1796,1,1,0,battle,France,,,,Austria,Piedmont,,,1,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,germany,1043,1040,1,diersheim ,rheinau,baden,,1797,1797,1,0,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,germany,1044,1041,1,lahn (neuwied),neuwied,rhineland-palatinate,,1797,1797,1,0,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",county of wied,
France,italy,1045,1042,1,malborghetto (tarvis),tarvisio,friuli venezia giulia,friuli,1797,1797,1,0,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 108, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
England,bay of biscay,2060,60n,1,action of 13 January 1797,bay of biscay,bay of biscay,,1797,1797,1,1,1,battle,England,,,,France,,,,0,,0,England,1,2,"Clodfelter p. 110, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
England,Portugal,2061,61n,1,cape st. Vincent,sagres,algarve,Portugal,1797,1797,1,1,1,battle,England,,,,Castile,,,,0,,0,England,1,2,"Clodfelter p. 110-111, ""Eighteenth Century - French Revolutionary Wars - War of the first coalition, 1792-97""",Portugal exited sample after 1600s,
England,Spain,2062,62n,1,tenerife,santa cruz de tenerife,canary islands,Castile,1797,1797,1,1,1,battle,England,,,,Castile,,,,0,1,0,Castile,0,2,"Clodfelter p. 111, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
England,Holland,2063,63n,1,camperdown,camperduin,north holland,Holland,1797,1797,1,1,1,battle,England,,,,Holland,,,,0,0,0,England,1,2,"Clodfelter p. 111, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
France,italy,1046,1043,1,la favorita,mantua,lombardia,,1797,1797,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 108, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
France,italy,1047,1044,1,rivoli,rivoli veronese,veneto,,1797,1797,1,1,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 108, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
Austria,germany,1043,1040,1,diersheim ,rheinau,baden,,1797,1797,1,0,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,germany,1044,1041,1,lahn (neuwied),neuwied,rhineland-palatinate,,1797,1797,1,0,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 106, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",county of wied,
Austria,italy,1045,1042,1,malborghetto (tarvis),tarvisio,friuli venezia giulia,friuli,1797,1797,1,0,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 108, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
France,bay of biscay,2060,60n,1,action of 13 January 1797,bay of biscay,bay of biscay,,1797,1797,1,1,1,battle,England,,,,France,,,,0,,0,England,0,2,"Clodfelter p. 110, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
Castile,Portugal,2061,61n,1,cape st. Vincent,sagres,algarve,Portugal,1797,1797,1,1,1,battle,England,,,,Castile,,,,0,,0,England,0,2,"Clodfelter p. 110-111, ""Eighteenth Century - French Revolutionary Wars - War of the first coalition, 1792-97""",Portugal exited sample after 1600s,
Castile,Spain,2062,62n,1,tenerife,santa cruz de tenerife,canary islands,Castile,1797,1797,1,1,1,battle,England,,,,Castile,,,,0,1,0,Castile,1,2,"Clodfelter p. 111, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Holland,Holland,2063,63n,1,camperdown,camperduin,north holland,Holland,1797,1797,1,1,1,battle,England,,,,Holland,,,,0,0,0,England,0,2,"Clodfelter p. 111, ""Eighteenth Century - French Revolutionary Wars - War of the First Coalition, 1792-97""",,
Austria,italy,1046,1043,1,la favorita,mantua,lombardia,,1797,1797,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 108, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
Austria,italy,1047,1044,1,rivoli,rivoli veronese,veneto,,1797,1797,1,1,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 108, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
France,egypt,1048,1045,1,first alexandria,alexandria,egypt,,1798,1798,1,0,0,battle,France,,,,Ottoman Empire,,,,0,,0,France,1,1,"Clodfelter p. 113, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
France,egypt,1049,1046,1,embabeh (pyramids),cairo,egypt,,1798,1798,1,1,0,battle,France,,,,Ottoman Empire,,,,0,,0,France,1,1,"Clodfelter 113-114, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
France,egypt,1050,1047,1,first cairo,cairo,egypt,,1798,1798,1,1,0,siege,France,,,,Ottoman Empire,,,,0,,0,France,1,1,"Clodfelter 114, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
France,egypt,1051,1048,1,sediman (el lahun),faiyum,egypt,,1798,1798,1,1,0,battle,France,,,,Ottoman Empire,,,,0,,0,France,1,1,"Clodfelter 114, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
Ireland,ireland,1053,1050,1,enniscorthy,enniscorthy,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,Ireland,1,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1054,1051,1,ballymore,ballymore eustace,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,Ireland,1,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1055,1052,1,new ross,new ross,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,England,0,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1056,1053,1,arklow,arklow,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,England,0,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1057,1054,1,vinegar hill,enniscorthy,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,England,0,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
France,ireland,1058,1055,1,castlebar,castlebar,ireland,ireland,1798,1798,1,0,0,siege,France,Ireland,,,England,,,,1,,0,"France, Irish Rebels",1,2,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1059,1056,1,granard,granard,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,England,0,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1060,1057,1,longford,longford,ireland,ireland,1798,1798,1,0,0,battle,Ireland,,,,England,,,,0,,0,England,0,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
France,ireland,1061,1058,1,ballynamuck,ballinamuck,ireland,ireland,1798,1798,1,0,0,battle,France,Ireland,,,England,,,,1,,0,England,0,2,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1062,1059,1,killala,killala,ireland,ireland,1798,1798,1,0,0,siege,Ireland,,,,England,,,,0,,0,England,0,1,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
France,italy,1063,1060,1,rome,rome,lazio,papal states,1798,1798,1,0,0,siege,France,,,,Naples,,,,0,,0,Naples,0,2,"Clodfelter p. 116, ""Eighteenth Century - French Revolutionary Wars - War of the Second Coalition, 1798-1801""",,
France,italy,1064,1061,1,civita castellana,civita castellana,lazio,papal states,1798,1798,1,0,0,battle,France,,,,Naples,,,,0,,0,France,1,2,"Clodfelter p. 116, ""Eighteenth Century - French Revolutionary Wars - War of the Second Coalition, 1798-1801""",,
England,France,2064,64n,1,raz de sein,brest,brittany,France,1798,1798,1,1,1,battle,England,,,,France,,,,0,0,0,England,1,2,"Clodfelter p. 104-112, ""Eighteenth Century - French Revolutionary Wars: 1792- 1802 -  War of the First Coalition, 1792-97""",,
England,ireland,2065,65n,1,tory islands,tory,donegal,ireland,1798,1798,1,1,1,battle,England,,,,France,,,,0,,0,England,1,2,"Clodfelter p. 110, ""Eighteenth Century - French Revolutionary Wars - War of the first Coalition, 1792-7""",,
England,egypt ,2066,66n,1,aboukir bay,aboukir bay,egypt ,,1798,1798,1,1,1,battle,England,,,,France,,,,0,,0,England,1,2,"Clodfelter p. 114, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
France,malta,1065,1062,1,malta (knights of malta garrison),valletta,malta,,1798,1798,1,0,0,battle,France,,,,Knights of Malta,,,,0,,0,France,1,1,"Clodfelter p. 113, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
France,malta,1066,1063,1,valletta,valletta,malta,,1798,1800,3,0,0,battle,France,,,,England,,,,0,,0,England,0,2,"Clodfelter p. 113, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
Ireland,ireland,1058,1055,1,castlebar,castlebar,ireland,ireland,1798,1798,1,0,0,siege,France,Ireland,,,England,,,,1,,0,"France, Irish Rebels",1,2,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ireland,ireland,1061,1058,1,ballynamuck,ballinamuck,ireland,ireland,1798,1798,1,0,0,battle,France,Ireland,,,England,,,,1,,0,England,0,2,"Clodfelter p. 93, ""Eighteenth Century - Western Europe - Irish Rebellion, 1798""",,
Ottoman Empire,egypt,1048,1045,1,first alexandria,alexandria,egypt,,1798,1798,1,0,0,battle,France,,,,Ottoman Empire,,,,0,,0,France,0,1,"Clodfelter p. 113, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
Ottoman Empire,egypt,1049,1046,1,embabeh (pyramids),cairo,egypt,,1798,1798,1,1,0,battle,France,,,,Ottoman Empire,,,,0,,0,France,0,1,"Clodfelter 113-114, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
Ottoman Empire,egypt,1050,1047,1,first cairo,cairo,egypt,,1798,1798,1,1,0,siege,France,,,,Ottoman Empire,,,,0,,0,France,0,1,"Clodfelter 114, ""Eighteenth Century - French Revolutionary Wars - Egyptian Campaign, 1798-1801""",,
